Test #,Full Date,Total Counts,Live Time [Minutes],% Counts (A),% Counts (B),% Counts (C),% Counts (D),High Voltage,HV Duty Cycle,Air Temperature [Celsius],Relative Humidity [%],Leakage Current,Battery Voltage,Pump Current [mA],Flags Byte,Radon Concentration [Bq/m3],Radon Concentration 2-Sigma Uncert. [Bq/m3],Units Byte,Run #,Cycle #
511,05/28/26 12:03,1,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.4, 9, 2,6.85, 10, 4,0.0000000,15.8819600, 254,01*,01*
512,05/28/26 12:23,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 9, 2,6.76, 10, 4,0.0000000,15.8819600, 254,01*,02*
513,05/28/26 12:43,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 8, 2,6.79, 10, 4,0.0000000,15.8819600, 254,01*,03*
514,05/28/26 13:03,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 8, 2,6.85, 0, 4,0.0000000,15.8819600, 254,01*,04*
515,05/28/26 13:23,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 7, 2,6.79, 10, 4,0.0000000,15.8819600, 254,01*,05*
516,05/28/26 13:43,1,18.2,0.0,0.0,0.0,0.0, 2236, 8,23.4, 8, 2,6.85, 10, 4,0.0000000,16.3170800, 254,01*,06*
517,05/28/26 14:42,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 8, 2,6.85, 10, 4,0.0000000,15.9031700, 254,01*,07*
518,05/28/26 15:02,2,18.8,0.0,0.0,0.0,0.0, 2236, 8,23.4, 7, 2,6.79, 10, 4,0.0000000,15.7977100, 254,01*,08*
519,05/28/26 15:22,2,18.9,0.0,0.0,0.0,0.0, 2218, 8,23.4, 7, 2,6.76, 10, 4,0.0000000,15.7143400, 254,01*,09*
520,05/28/26 15:42,3,18.9,0.0,0.0,0.0,0.0, 2218, 8,23.4, 7, 2,6.79, 10, 4,0.0000000,15.7143400, 254,01*,10*
521,05/28/26 15:53,1,9.6,0.0,0.0,0.0,0.0, 2218, 8,23.4, 7, 2,6.79, 10, 4,0.0000000,30.9388800, 254,01*,11*
522,05/28/26 16:20,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 7, 2,6.73, 10, 4,0.0000000,15.9031700, 254,02*,01*
523,05/28/26 16:40,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 7, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,02*
524,05/28/26 17:00,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 6, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,03*
525,05/28/26 17:20,3,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.4, 6, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,04*
526,05/28/26 17:40,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 6, 2,6.76, 0, 4,0.0000000,15.9244300, 254,02*,05*
527,05/28/26 18:00,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 6, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,06*
528,05/28/26 18:20,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.7, 6, 2,6.82, 0, 4,0.0000000,15.9244300, 254,02*,07*
529,05/28/26 18:40,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 6, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,08*
530,05/28/26 19:00,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 6, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,09*
531,05/28/26 19:20,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 6, 2,6.73, 10, 4,0.0000000,15.9244300, 254,02*,10*
532,05/28/26 19:40,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 6, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,11*
533,05/28/26 20:00,1,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.7, 6, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,12*
534,05/28/26 20:20,0,18.7,0.0,0.0,0.0,0.0, 2218, 7,23.7, 6, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,13*
535,05/28/26 20:40,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 6, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,14*
536,05/28/26 21:00,5,18.7,0.0,0.0,20.0,0.0, 2201, 9,23.7, 6, 2,6.79, 10, 4,3.9811060,19.2224800, 254,02*,15*
537,05/28/26 21:20,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 6, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,16*
538,05/28/26 21:40,0,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 6, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,17*
539,05/28/26 22:00,4,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 5, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,18*
540,05/28/26 22:20,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 5, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,19*
541,05/28/26 22:40,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 5, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,20*
542,05/28/26 23:00,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,21*
543,05/28/26 23:20,5,18.7,20.0,0.0,0.0,0.0, 2218, 8,23.7, 5, 2,6.76, 10, 4,3.9811060,19.2224800, 254,02*,22*
544,05/28/26 23:40,3,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.7, 5, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,23*
545,05/29/26 00:00,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 5, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,24*
546,05/29/26 00:20,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.7, 5, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,25*
547,05/29/26 00:40,4,18.7,0.0,0.0,0.0,0.0, 2201, 8,23.7, 5, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,26*
548,05/29/26 01:00,1,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.4, 5, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,27*
549,05/29/26 01:20,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,28*
550,05/29/26 01:40,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 5, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,29*
551,05/29/26 02:00,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 5, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,30*
552,05/29/26 02:20,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,31*
553,05/29/26 02:40,3,18.7,0.0,0.0,0.0,0.0, 2218, 9,23.7, 5, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,32*
554,05/29/26 03:00,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,33*
555,05/29/26 03:20,0,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.7, 5, 2,6.73, 0, 4,0.0000000,15.9244300, 254,02*,34*
556,05/29/26 03:40,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 5, 2,6.61, 10, 4,0.0000000,15.9244300, 254,02*,35*
557,05/29/26 04:00,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.7, 5, 2,6.67, 10, 4,0.0000000,15.9244300, 254,02*,36*
558,05/29/26 04:20,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.61, 10, 4,0.0000000,15.9244300, 254,02*,37*
559,05/29/26 04:40,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 5, 2,6.70, 10, 4,0.0000000,15.9244300, 254,02*,38*
560,05/29/26 05:00,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.67, 10, 4,0.0000000,15.9244300, 254,02*,39*
561,05/29/26 05:20,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.64, 10, 4,0.0000000,15.9244300, 254,02*,40*
562,05/29/26 05:40,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.67, 10, 4,0.0000000,15.9244300, 254,02*,41*
563,05/29/26 06:00,0,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.7, 5, 2,6.64, 10, 4,0.0000000,15.9244300, 254,02*,42*
564,05/29/26 06:20,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.67, 10, 4,0.0000000,15.9244300, 254,02*,43*
565,05/29/26 06:40,0,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 5, 2,6.67, 10, 4,0.0000000,15.9244300, 254,02*,44*
566,05/29/26 07:00,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.67, 10, 4,0.0000000,15.9244300, 254,02*,45*
567,05/29/26 07:20,3,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 5, 2,6.70, 10, 4,0.0000000,15.9244300, 254,02*,46*
568,05/29/26 07:40,3,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.7, 5, 2,6.73, 10, 4,0.0000000,15.9244300, 254,02*,47*
569,05/29/26 08:00,4,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,48*
570,05/29/26 08:20,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.7, 5, 2,6.64, 10, 4,0.0000000,15.9244300, 254,02*,49*
571,05/29/26 08:40,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 5, 2,6.73, 10, 4,0.0000000,15.9244300, 254,02*,50*
572,05/29/26 09:00,0,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.4, 5, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,51*
573,05/29/26 09:20,1,18.7,0.0,0.0,0.0,0.0, 2218, 9,23.7, 5, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,52*
574,05/29/26 09:40,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 5, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,53*
575,05/29/26 10:00,4,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.7, 5, 2,6.70, 10, 4,0.0000000,15.9244300, 254,02*,54*
576,05/29/26 10:20,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.70, 10, 4,0.0000000,15.9244300, 254,02*,55*
577,05/29/26 10:40,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.67, 10, 4,0.0000000,15.9244300, 254,02*,56*
578,05/29/26 11:00,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 5, 2,6.70, 10, 4,0.0000000,15.9244300, 254,02*,57*
579,05/29/26 11:20,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.1, 5, 2,6.70, 10, 4,0.0000000,15.9244300, 254,02*,58*
580,05/29/26 11:40,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.1, 5, 2,6.67, 10, 4,0.0000000,15.9244300, 254,02*,59*
581,05/29/26 12:01,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.1, 5, 2,6.70, 10, 4,0.0000000,15.9244300, 254,02*,60*
582,05/29/26 12:21,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.1, 5, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,61*
583,05/29/26 12:41,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.1, 5, 2,6.67, 10, 4,0.0000000,15.9244300, 254,02*,62*
584,05/29/26 13:01,0,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.1, 5, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,63*
585,05/29/26 13:21,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.1, 5, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,64*
586,05/29/26 13:41,4,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.1, 5, 2,6.73, 10, 4,0.0000000,15.9244300, 254,02*,65*
587,05/29/26 14:01,3,18.7,0.0,0.0,0.0,0.0, 2236, 9,23.1, 5, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,66*
588,05/29/26 14:21,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.1, 4, 2,6.73, 10, 4,0.0000000,15.9244300, 254,02*,67*
589,05/29/26 14:41,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.1, 5, 2,6.70, 10, 4,0.0000000,15.9244300, 254,02*,68*
590,05/29/26 15:01,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.1, 5, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,69*
591,05/29/26 15:21,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.73, 10, 4,0.0000000,15.9244300, 254,02*,70*
592,05/29/26 15:41,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.73, 10, 4,0.0000000,15.9244300, 254,02*,71*
593,05/29/26 16:01,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 5, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,72*
594,05/29/26 16:21,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.82, 0, 4,0.0000000,15.9244300, 254,02*,73*
595,05/29/26 16:41,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,74*
596,05/29/26 17:01,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.73, 10, 4,0.0000000,15.9244300, 254,02*,75*
597,05/29/26 17:21,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,76*
598,05/29/26 17:41,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.73, 10, 4,0.0000000,15.9244300, 254,02*,77*
599,05/29/26 18:01,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.82, 0, 4,0.0000000,15.9244300, 254,02*,78*
600,05/29/26 18:21,0,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,79*
601,05/29/26 18:41,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,80*
602,05/29/26 19:01,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,81*
603,05/29/26 19:21,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 5, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,82*
604,05/29/26 19:41,0,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,83*
605,05/29/26 20:01,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,84*
606,05/29/26 20:21,0,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.4, 4, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,85*
607,05/29/26 20:41,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,86*
608,05/29/26 21:01,3,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.73, 10, 4,0.0000000,15.9244300, 254,02*,87*
609,05/29/26 21:21,0,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.7, 4, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,88*
610,05/29/26 21:41,4,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.73, 10, 4,0.0000000,15.9244300, 254,02*,89*
611,05/29/26 22:01,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,90*
612,05/29/26 22:21,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,91*
613,05/29/26 22:41,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,92*
614,05/29/26 23:01,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.76, 0, 4,0.0000000,15.9244300, 254,02*,93*
615,05/29/26 23:21,1,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,94*
616,05/29/26 23:41,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,95*
617,05/30/26 00:01,2,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.7, 5, 2,6.85, 10, 4,0.0000000,15.9244300, 254,02*,96*
618,05/30/26 00:21,2,18.7,0.0,0.0,0.0,0.0, 2201, 8,23.4, 5, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,97*
619,05/30/26 00:41,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 5, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,98*
620,05/30/26 01:01,4,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,99*
621,05/30/26 01:21,0,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,100*
622,05/30/26 01:41,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.7, 4, 2,6.82, 0, 4,0.0000000,15.9244300, 254,02*,101*
623,05/30/26 02:01,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.7, 5, 2,6.73, 10, 4,0.0000000,15.9244300, 254,02*,102*
624,05/30/26 02:21,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,103*
625,05/30/26 02:41,2,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,104*
626,05/30/26 03:01,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.79, 10, 4,0.0000000,15.9244300, 254,02*,105*
627,05/30/26 03:21,1,18.7,0.0,0.0,0.0,0.0, 2236, 8,23.4, 4, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,106*
628,05/30/26 03:41,2,18.7,0.0,0.0,0.0,0.0, 2201, 9,23.7, 4, 2,6.76, 10, 4,0.0000000,15.9244300, 254,02*,107*
629,05/30/26 04:01,2,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.73, 10, 4,0.0000000,15.9244300, 254,02*,108*
630,05/30/26 04:21,0,18.7,0.0,0.0,0.0,0.0, 2218, 8,23.4, 4, 2,6.82, 10, 4,0.0000000,15.9244300, 254,02*,109*
